Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1972,NBA,5,64,Mike Reid,University of California Riverside,,,,,,,,,,,,,,,,
1972,NBA,6,81,Joe Gaines,Belmont,,,,,,,,,,,,,,,,
1972,NBA,7,98,Bob Lynn,Cal State Long Beach,,,,,,,,,,,,,,,,
1972,NBA,8,114,Ruben Vance,Kent State University,,,,,,,,,,,,,,,,
1972,NBA,9,130,Scott McCandlish,Virginia,,,,,,,,,,,,,,,,
1972,NBA,10,144,Kresimir Cosic,BYU,,,,,,,,,,,,,,,,
1972,NBA,11,157,Jimmy Wilkins,San Diego State,,,,,,,,,,,,,,,,
1972,NBA,13,175,Larry Morris,Tulsa,,,,,,,,,,,,,,,,
1972,NBA,14,181,Paul Kelley,Shaw,,,,,,,,,,,,,,,,
1972,NBA,15,188,Rich Habegger,Wake Forest,,,,,,,,,,,,,,,,
1972,NBA,16,193,Mose Adolph,California State University Los Angeles,,,,,,,,,,,,,,,,
1971,NBA,1,2,Sidney Wicks,UCLA,760,25762,12803,6620,2437,.459,,.685,33.9,16.8,8.7,3.2,42.4,.079,-0.3,8.2
1971,NBA,2,25,Charlie Yelverton,Fordham,69,1227,545,201,81,.389,,.707,17.8,7.9,2.9,1.2,-0.5,-0.018,,
1971,NBA,2,27,Richard Fisher,Colorado State,,,,,,,,,,,,,,,,
1971,NBA,3,37,Larry Steele,Kentucky,610,14777,5009,1781,1719,.483,,.796,24.2,8.2,2.9,2.8,28.2,.091,0.2,6.7
1971,NBA,3,42,William Smith,Syracuse,30,491,205,143,20,.431,,.597,16.4,6.8,4.8,0.7,0.1,.014,,
1971,NBA,4,54,Bobby Fields,La Salle,,,,,,,,,,,,,,,,
1971,NBA,5,71,Hector Blondet,Murray State,,,,,,,,,,,,,,,,
1971,NBA,6,88,Jim Day,Morehead State University,,,,,,,,,,,,,,,,
1971,NBA,7,105,Gene Knolle,Texas Tech,,,,,,,,,,,,,,,,
1971,NBA,8,122,John Sutter,Tulane,,,,,,,,,,,,,,,,
1971,NBA,9,139,Goo Kennedy,TCU,32,277,65,51,6,.534,,.375,8.7,2.0,1.6,0.2,0.3,.045,-2.7,0.0
1971,NBA,10,155,Greg Starrick,Southern Illinois,,,,,,,,,,,,,,,,
1971,NBA,11,171,Howard Burford,Gonzaga,,,,,,,,,,,,,,,,
1971,NBA,12,185,Don Sechler,Delaware Valley College,,,,,,,,,,,,,,,,
1970,NBA,1,8,Geoff Petrie,Princeton,446,16787,9732,1271,2057,.455,,.805,37.6,21.8,2.8,4.6,26.1,.075,-1.4,1.3
1970,NBA,2,25,Walt Gilmore,Fort Valley State University,27,261,58,73,12,.426,,.462,9.7,2.1,2.7,0.4,0.2,.033,,
1970,NBA,3,42,Bill Cain,Iowa State,,,,,,,,,,,,,,,,
1970,NBA,4,59,Jim Penix,Bowling Green,,,,,,,,,,,,,,,,
