Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1982,NBA,2,26,Ricky Frazier,Missouri,,,,,,,,,,,,,,,,
1982,NBA,2,30,Wallace Bryant,San Francisco,102,1395,323,374,112,.407,,.573,13.7,3.2,3.7,1.1,1.3,.044,-2.5,-0.2
1982,NBA,2,31,Rod Higgins,Fresno State,779,17189,7011,2819,1254,.465,.342,.808,22.1,9.0,3.6,1.6,37.8,.106,0.0,8.8
1982,NBA,3,53,Tyrone Adams,Kansas State,,,,,,,,,,,,,,,,
1982,NBA,4,76,Chuck Aleksinas,UConn,74,1114,377,270,36,.478,.000,.733,15.1,5.1,3.6,0.5,0.4,.019,-5.6,-1.0
1982,NBA,5,99,Rubin Jackson,Oklahoma City University,,,,,,,,,,,,,,,,
1982,NBA,6,122,B. B. Fontenet,Nevada,,,,,,,,,,,,,,,,
1982,NBA,7,145,Chuck Verderber,Kentucky,,,,,,,,,,,,,,,,
1982,NBA,8,168,Mike Burns,UNLV,,,,,,,,,,,,,,,,
1982,NBA,9,191,Skip Dillard,DePaul,,,,,,,,,,,,,,,,
1982,NBA,10,212,Tony Britto,Campbell,,,,,,,,,,,,,,,,
1981,NBA,1,6,Orlando Woolridge,Notre Dame,851,24041,13623,3696,1609,.513,.091,.737,28.3,16.0,4.3,1.9,53.0,.106,0.1,12.8
1981,NBA,2,32,Mike Olliver,Lamar,,,,,,,,,,,,,,,,
1981,NBA,4,84,Oliver Lee,Marquette,,,,,,,,,,,,,,,,
1981,NBA,5,108,Johnny Nash,Arizona State,,,,,,,,,,,,,,,,
1981,NBA,6,130,Roger Burkman,Louisville,6,30,5,6,5,.000,.000,.833,5.0,0.8,1.0,0.8,0.1,.093,-2.0,0.1
1981,NBA,7,154,Scott Williams,University of South Alabama,,,,,,,,,,,,,,,,
1981,NBA,8,175,Ben Mitchell,,,,,,,,,,,,,,,,,
1981,NBA,9,197,Terry Martin,Lambuth University,,,,,,,,,,,,,,,,
1981,NBA,10,216,Kenny Easley,UCLA,,,,,,,,,,,,,,,,
1980,NBA,1,4,Kelvin Ransey (↳POR),Ohio State,474,11586,5380,901,2480,.454,.132,.782,24.4,11.4,1.9,5.2,17.9,.074,-0.9,3.3
1980,NBA,2,26,Sam Worthen,Marquette,69,967,239,116,118,.492,.000,.750,14.0,3.5,1.7,1.7,0.7,.032,-2.0,0.0
1980,NBA,3,50,James Wilkes,UCLA,114,1531,547,274,104,.463,.000,.723,13.4,4.8,2.4,0.9,2.0,.063,-2.0,0.0
1980,NBA,4,74,Ron Charles,Michigan State,,,,,,,,,,,,,,,,
1980,NBA,5,96,Mike Campbell,Northwestern,,,,,,,,,,,,,,,,
1980,NBA,6,120,Bernard Rencher,St. John's,,,,,,,,,,,,,,,,
1980,NBA,7,142,Robert Byrd,Marquette,,,,,,,,,,,,,,,,
